,City,Date,Text,Username
144,Pembroke Pines,2022-09-29 18:09:32+00:00,I'm convinced that people don't realize that storm chasers that work for the Weather Channel volunteer and/or are excited to receive these jobs where they get attacked by sharp rain and 100+mph winds.,nintendhoes
145,Miramar,2022-09-29 23:15:09+00:00,"Light sunset run over to Wynwood 🏝🌆

Great weather actually, a little cloudy https://t.co/n09endegOX",ivan_bezdomny
146,Lakeland,2022-09-27 23:32:36+00:00,Im just taking these days off from work and making a hurrican ian baby 🤣😭🤰🏼,mpuggzz
147,New Smyrna Beach,2022-09-29 17:30:54+00:00,"New Smyrna Beach, FL (1:05 PM)Grid Power Outage Event&gt;&gt; The Ting Network detected an Electric Utility Grid Power Outage event. The event started at 1:05 PM local time and impacted at least 6 homes.",grid_events
148,Pembroke Pines,2022-09-28 19:24:43+00:00,"why is every @pollotropical closed??? this is miami, we don't care for no damn hurricane #Ian",krazee_art
149,Kissimmee,2022-09-27 02:09:16+00:00,#Florida #floridahurricane #truth #IanHurricane #ian https://t.co/9O2fnEKGFV,loonylibra
150,Titusville,2022-09-25 13:04:23+00:00,"I urge everyone to follow people like @BrianWFTV @Fox35Amy and other weather people from whatever station you watch if you live in @OrlandoFL407 @OrangeCoFL or are @VisitOrlando  
Ian is expected to become a major storm.

Stay Safe Friends! https://t.co/jIdnnlgxA9",haha_spa
151,Safety Harbor,2022-09-29 02:19:40+00:00,Hurricane movie! https://t.co/XJbzCAJDuq,DrBArmstrong
152,Winter Springs,2022-09-28 22:55:49+00:00,#HurricanIan #WeatherUpdate #Orlando #Florida https://t.co/2S1aEOJVjx,UniversallyAdd
153,Aventura,2022-09-28 13:12:46+00:00,Brace yourself the cringe “what hurricane?” Post are coming!,gerbeezy
154,Lakeland,2022-09-26 19:28:39+00:00,About to do another mission into #Ian with the @NOAA_HurrHunter - the storm has been intensifying since yesterday and we'll see what it's up to tonight! https://t.co/f22JRDbd9o,AndyHazelton
155,Weston,2022-09-28 16:05:41+00:00,"@kiantrades Things aren’t too bad luckily for me, had power outages at night, but thanks to solar and @Tesla powerwall, didn’t even feel it! Expecting for conditions to worse throughout the day, but I’m relatively far from Ian. Good luck to all my fellow Florida Men out there! Stay safe!",sillydarket
156,Safety Harbor,2022-09-29 01:51:59+00:00,Praying for my family and friends in #FtMyers. I’ve been thru 20 hurricanes. I thought I had seen it all. Apparently not. #HurricanIan has destroyed parts of #SWFL. That surge is no joke. 🙏🙏,TheJeffZito
157,Miami Gardens,2022-09-24 14:17:20+00:00,"Tropical Storm Ian is currently forecast to move W today, then turn to the NW late tonight and Sunday. 

Review safety and emergency plans now. 

Updates will be provided on the availability of resources and how to access them, should the need arise. @miramarfrem @MiramarPD https://t.co/Vtv5W2f1ry",CityofMiramar
158,Sunrise,2022-09-28 01:29:44+00:00,"“Florida could see up to 12 feet of storm surge from Hurricane Ian” by @foxweather 
https://t.co/yvF4Ke5nuk",DUzsut
159,Clearwater,2022-09-26 21:39:42+00:00,"Calm before the storm #hurricaneian #tampa #palms #drawing @ Tampa, Florida https://t.co/HjaUdTxbHJ",gbetza
160,Sunrise,2022-09-28 17:51:52+00:00,@chelsiewrath Not sure.Going out Friday Night to celebrate my Ugh Birthday.Had wanted to go to theater(formerly  church) That just shows horror movie. But with weather driving to  lauderdale was out so I reserved  table's at place I dine &amp; drink at. Hope it isnt as rainy &amp; windy as last nite,starshiptroopr
161,Winter Springs,2022-09-29 05:58:02+00:00,Over 1 Million people without power. Ian is tracked to exit Florida and into the Atlantic through Titusville. https://t.co/JHU9KyfOma,mikey_mash
162,Titusville,2022-09-28 15:13:19+00:00,"Working, eating snacks and waiting for Ian 🌀

Everyone please be safe! https://t.co/KQvaQWZxAe",iconer1983
163,Lakeland,2022-09-28 11:03:55+00:00,@_MAXWELL_ Thank  you Maxwell. I’m located 45 minutes East of Tampa and 1 hour West of Orlando. It’s starting to come down a bit harder. If you ever hear a Floridian say we have Hurricane Parties….it’s true. I’m supplying some of the liquors and my other friends got the food. https://t.co/llyZKb2dWv,RawSugah1
164,Pembroke Pines,2022-09-28 15:00:52+00:00,@mrtubb Hope you and Bill are safe! That storm surge could be very bad🙏🙏,DadBurnett7
165,Clearwater,2022-09-28 20:47:06+00:00,Hurricane Ian survival stout. Thanks Michael D. - Drinking an Achromatic Vibes (2022) by @sharedbrew/@weldwerksbrewco @ Two Spooks Brewery &amp; Swim Club  — https://t.co/Tck5dMMnGR,2SpooksBrewing
166,Clearwater,2022-09-28 00:21:17+00:00,Wish I could track hurricane Ian on that little Snapchat map 😭,shenbarp
167,Davie,2022-09-26 19:16:56+00:00,"Even though we are not in the direct path of Hurricane Ian, there is still a high possibility that our City will experience heavy rains, tropical storm force winds and flooding. Here are some tips from our Emergency Managers office of items you should have in your disaster kits. https://t.co/s5xp7Tafp9",FLFR411
168,Fort Lauderdale,2022-09-25 01:19:37+00:00,"This weather is not good for ribs.
It time for meds and rest. Good night folks",Tenenbaum1017
169,Maitland,2022-09-28 17:31:48+00:00,"🚨WEDNESDAY AUCTION UPDATE🚨

Due to hurricane Ian, Danny will be going LIVE from his home for a HUGE auction show from 3:30-7:30!

Make sure you join us while you’re home to help pass the time during the storm! You can watch us on YouTube, Facebook or Twitch! (Links in bio) https://t.co/IFyJvXXOoX",CollectiveCCG
170,Aventura,2022-09-29 10:38:21+00:00,Streets in Cape Coral completely flooded by Hurricane Ian. Let's help our brothers in this devastating moment. Calles en Cape Coral completamente inundadas por El Paso del Huracán Ian. Ayudemos a nuestros hermano en este desbastador momento. #capecoralflorida #ian https://t.co/A8d8GUh88l,darielfernandez
171,Weston,2022-09-27 12:42:19+00:00,We don't know what will happen nor can we be certain of Ian's path. Wrap up your preparations and EVACUATE if you get the order. Praying for Florida AND EVERYONE in its path especially my Tampa friends and family ❤️ https://t.co/wn2nIglTWg,ExceptionLlc
172,Pembroke Pines,2022-09-29 02:10:35+00:00,"Heads up Orlando, you're up next 👀🌀

#Ian",volvoshine
173,Sanford,2022-09-27 21:16:45+00:00,"@RomanZara_Goza @GhostsCBS I'm watching from a boarded up house waiting for #HurricanIan, wonder how the Timucua and Mayaca dealt with hurricanes?",DarthHendrick
174,Winter Springs,2022-09-24 20:08:45+00:00,My @Publix knew what I needed for proper hurricane prep https://t.co/uOChOsuL2T,SusanLStorey
175,Lakeland,2022-09-28 06:47:56+00:00,@kaichokes i'm in hurricane too😭,wheres_angellll
176,Maitland,2022-09-29 01:16:14+00:00,"Oh Holy Florida man, Baja be the blast. May you use this storm to drive away the evil foreign invaders from the north and west. In Publix name we pray. YEE",JoeTheFLSuper
177,Miami Gardens,2022-09-28 16:06:08+00:00,should I drive 40 mins to work during a possible cat 4 hurricane?,xensoul
178,Hollywood,2022-09-23 19:00:26+00:00,@RomanJoySays They have power again. Mom said they lost power several times through the night but now it’s back for now.,Omar_fromPR
179,St. Petersburg,2022-09-28 21:38:50+00:00,"Wind will continue to pick up across Manatee County and the rest of the Tampa Bay Area. Ian will make its closest approach to Tampa Bay in the next few hours. Now is the time to get into that shelter! 

Video sent by a friend in Parrish, FL

📸Evan Vaske @frozenrelic7 

#flwx https://t.co/zt3qRD3ecC",aaronserreWX
180,Pembroke Pines,2022-09-28 13:45:06+00:00,I hope everyone has put their hurricane 🌀 plans in order and are prepared for Ian.. can’t wait until the last minute.. Ian is scary … be safe 🙏🏽,XGLAVOZ
181,Safety Harbor,2022-09-28 21:30:08+00:00,"One of my main goals is renovating my moms home. Right now we are going through a hurricane. #HurricaneIan here in @CityofTampa , in our state of Florida. If you can support, can you purchase a copy from @amazon or @BNBuzz to help me raise funds to complete this goal? Thanks. https://t.co/x4qX4cleLJ",JamesSbiJackson
182,Bradenton,2022-09-29 14:21:47+00:00,"The Tampa Bay Area has not had a direct hit by a hurricane in over 100 years. 

Miraculously, we were spared yet again with Ian. 

Extremely grateful we are safe, but my heart is heavy to know that so many are suffering in southwest Florida now 😔",brokebackUSA
183,Hialeah,2022-09-27 14:37:03+00:00,Sailboat hits Bear Cut Bridge near Key Biscayne as weather conditions worsen ahead of Ian https://t.co/JudnpEEXb7,IslesMarina
184,Hialeah,2022-09-27 12:59:27+00:00,"Interesting decisions by public institutions to stay open today. On one side I get it, the storm’s worst winds will be far away, but keeping people off the roads and safe at home amid Tornado Watch seems like a att choice.",vehalloran
185,Miami Beach,2022-09-27 17:13:27+00:00,shift has the hurricane going directly over my brothers house cool cool cool this is so fun.,caitlin__cara
186,Hollywood,2022-09-26 17:23:42+00:00,"Spent our last night falling in the sand, walking in the ocean and laying on our backs laughing and watching Hurricane Ian roll in until 530am. The best nights are the most random 🫶🏼♥️💙 https://t.co/FtjlssS4df",Kimmick86
187,Miami,2022-09-28 03:02:26+00:00,"#ian will be studied for years

Projected landfalls from Panama City to the Southern Everglades

And now wants to land in Ft Myers / Cape Coral as a Cat 4
😳 https://t.co/8uJkSY2bZc",volvoshine
188,Cape Coral,2022-09-28 21:18:16+00:00,"Hey, Ian! Move your ass!",usfhbomb
189,Lauderhill,2022-09-25 23:18:30+00:00,"Storm? What storm? 😎

#FloridaLife #BocaRaton https://t.co/YMqgMRiBys",CWBOCA
190,Lantana,2022-09-28 18:34:01+00:00,"Our crews have been working since early this morning to remove fallen trees, pick up debris, clear drains, and pump water as necessary. They’ve made great progress during this short break in the storm. https://t.co/ZzacukJk7f",Wellingtonflgov
191,Pembroke Pines,2022-09-29 16:07:40+00:00,"1) GDP in Cuba dropped by 70% due to Covid and tourism is still slow

2022 marked more food shortages, the collapse of a hotel building, the explosion of its oil reserves, and now nationwide apagones (blackouts) due to Hurricane Ian

The Cuban people have endured a lot this year",PichyTweets
192,Sanford,2022-09-25 00:40:41+00:00,Hell yeah! 😉 #HurricaneIan #Hurricane #HurricaneFiona #florida #IAN #Weather https://t.co/XWh1K6jJQS,tolgaguler_
193,Palm Coast,2022-09-24 23:27:27+00:00,Been in ever hurricane that hit Central Florida since Donna in the 60’s…. be safe - here we go again🙏,43Ormond
194,New Smyrna Beach,2022-09-27 18:23:11+00:00,$jodeeisamazing #GetPumpedTuesday let's get this Florida girl a chance to win during a hurricane watch!,jodeeisamazing
195,Miami Gardens,2022-09-27 23:30:04+00:00,"Because of Hurricane Ian, the Dolphins are moving up their departure and will now leave Wednesday morning for Cincinnati. 

I spoke with an American Airlines rep at MIA airport who said they’d canceled 150 out of the 300 flight scheduled to leave Wednesday",Marcel_LJ
196,Winter Springs,2022-09-28 12:42:16+00:00,"if anyone is wondering how i'm doing w the hurricane coming and all, i'm straight chilling just craving a frickin meatball sub",octobergloom
197,Hollywood,2022-09-27 16:17:38+00:00,"DisneyWorld will be rebranding to Waterworld™️ ""The Wettest place on Earth""
🌧️🌧️
#Ian",volvoshine
198,Deltona,2022-09-27 21:33:11+00:00,🌀The calm before the storm … https://t.co/ZxWLLRAqfI,UrbnHandicapper
199,Davie,2022-09-28 16:42:18+00:00,"And now, a weather update from Your Last Two Remaining Brain Cells @TaylorRae_RIOT https://t.co/FL6td914q9",a_rivera914
200,Lake Mary,2022-09-28 13:59:09+00:00,#Ian peak storm surge was just increased to 12-18 feet by the National Hurricane Center in parts of SW Florida due to this mornings intensification! Stay with @WESH for updates! #weshwx https://t.co/T80hkyRcRp,TMainolfiWESH
201,Lakeland,2022-09-28 13:34:46+00:00,The water looks like it’s being sucked out of Tampa Bay off Bayshore Blvd! #HurricaneIan #ian #TampaBay #hurricane #tampa https://t.co/EEsoGMV2EY,tatonka00
202,Davie,2022-09-26 14:45:58+00:00,Ian trying to ruin CardCon for me. It’s not happening buddy.,doubledutydaddy
203,Plant City,2022-09-28 17:36:49+00:00,🌀🌀🌀🌀 nivel de alcohol  llegando a su límite #Ian #TampaReady  #TampaBay,bebosskii
204,Miami,2022-09-29 21:32:53+00:00,"#CUBA: 71 year old woman says enough w the abuse referring lack of power, following #HurricaneIan. Entire island was in the dark following #storm. Reports of neighborhood protest in el #Cerro. @WPLGLocal10",HatzelVelaWPLG
205,Hollywood,2022-09-27 15:44:04+00:00,Hurricane season https://t.co/Y3jevKCs9R,nico305_
206,Miami Gardens,2022-09-26 17:38:12+00:00,"Pro tip for new Floridaians

Its not serious till the news stations trade in their model looking anchors for middle age guys sweating through their dress shirts 🥵

😂😂🌀🌀
#Ian",volvoshine
207,Aventura,2022-09-29 13:19:22+00:00,"Reminds me of photos from Andrew's aftermath 😢😢
#Ian
https://t.co/7wAJ1mRCt1",volvoshine
208,St. Petersburg,2022-09-23 19:54:28+00:00,Looks like I’ll be preparing for hurricane party next week! 👀,cdfccim
209,Fort Lauderdale,2022-09-24 15:32:15+00:00,"Good news for the #Miami area regarding #Ian: Tropical storm probabilities have dropped to 28% and the hurricane probability is down to 2%. If tropical storm conditions do occur, they'd begin Tuesday evening. The forecast can change, so pay very close attention &amp; do basic prep! https://t.co/UVG9jLAzg1",BMcNoldy
210,Palmetto Bay,2022-09-28 15:24:20+00:00,😳🌪️ #ian,GoProGirlMiami
211,Lauderhill,2022-09-28 11:47:02+00:00,"@FRoqueDM Ya el gobernador dijo que es inminente lo que espera para el West Coast esta tarde, Ian va furioso mi Bro, si tienes Power Banks cárgalos ahora, nosotros nos quedamos sin internet",MendezAlex03
212,Pembroke Pines,2022-09-24 18:59:53+00:00,"Storm rolling in! @CanesFootball 
🏈🙌🏻 https://t.co/IogcmhDHkG",VaHurricane
213,Brandon,2022-09-29 13:38:10+00:00,"@lisalujones4951 All good here! Went to sleep at 11pm. Our house is built to hurricane code concrete walls, impact resistant, hurricane windows, tile, roof, and a whole house, generator run on natural gas, and… we are just out of the flood zone in the newer area of Tampa Bay built to latest code",MikeWShell
214,Boca Raton,2022-09-28 00:19:53+00:00,Initial report of damage at North Perry Airpot. County teams are en route and assessing damages. More information to follow. Stay Safe. Make sure you follow all weather and storm related updates.,Michaeludine
215,Orlando,2022-09-27 21:21:06+00:00,#Kissimmee #HurricanIan,simonangelqp
216,Tampa,2022-09-29 13:24:13+00:00,@GregDeeWeather @DenisPhillipsWx thanks for all the good work. You Re my go to guys for storm coverage,Success_LC
217,Miami,2022-09-27 22:49:25+00:00,@ChadLindberg Correction: we are now under a Tropical Storm Warning. Sigh!,moms2398
218,Pembroke Pines,2022-09-27 23:30:16+00:00,HEAR YE HEAR YE 🌧️🌩️ FLYNN'S ARCADE WILL BE CLOSED THIS WED (9/28) &amp; THURS (9/29) &amp; WILL REOPEN FRI (9/30) BECAUSE OF HURRICANE IAN 🌧️🌩️ with potentially really bad weather coming our way over the next few days we felt it best for everyone's safety 🛟 see you all on Friday 😊👾 https://t.co/rQXCzflSzk,Flynnsgamingfl
